date,action,spot,cashflow,n_lots
2023-10-10,ROLL_PUT,19689.849609375,1825.7632107547252,1
2023-10-11,ROLL_PUT,19811.349609375,2966.038513730696,1
2023-10-11,FLY_CLOSE,19811.349609375,-9066.711878190761,1
2023-10-12,OPEN,19794.0,496.3197338539952,1
2023-10-16,ROLL_CALL,19731.75,42.18048532963451,1
2023-10-17,ROLL_PUT,19811.5,-62.5920594615188,1
2023-10-18,ROLL_CALL,19671.099609375,414.02656255189004,1
2023-10-19,ROLL_CALL,19624.69921875,153.61896163115586,1
2023-10-19,COVER_CLOSE,19624.69921875,-1720.4499667490932,1
2023-10-19,OPEN,19624.69921875,593.021473593474,1
2023-10-20,ROLL_CALL,19542.650390625,171.97016524691628,1
2023-10-23,ROLL_CALL,19281.75,2982.657511498986,1
2023-10-23,FLY_CLOSE,19281.75,-5435.5408752287885,1
2023-10-26,OPEN,18857.25,420.6968025862974,1
2023-10-27,ROLL_PUT,19047.25,1146.784330849375,1
2023-10-30,ROLL_PUT,19140.900390625,627.370499861016,1
2023-11-01,ROLL_CALL,18989.150390625,932.9056532366646,1
2023-11-02,ROLL_PUT,19133.25,1051.8943022877622,1
2023-11-02,COVER_CLOSE,19133.25,-5261.117106999043,1
2023-11-02,OPEN,19133.25,631.7449823942577,1
2023-11-03,ROLL_PUT,19230.599609375,162.77458228197162,1
2023-11-06,ROLL_PUT,19411.75,1174.9768919897422,1
2023-11-09,COVER_CLOSE,19395.30078125,-1667.9534933157295,1
2023-11-09,OPEN,19395.30078125,590.6022713113998,1
2023-11-15,ROLL_PUT,19675.44921875,832.1349346553388,1
2023-11-16,ROLL_PUT,19765.19921875,948.6682195224473,1
2023-11-16,COVER_CLOSE,19765.19921875,-3263.8610996118496,1
2023-11-16,OPEN,19765.19921875,503.4509284358329,1
2023-11-20,ROLL_CALL,19694.0,-20.244348761314342,1
2023-11-22,ROLL_PUT,19811.849609375,-103.30432201256066,1
2023-11-23,COVER_CLOSE,19802.0,-577.0676395495743,1
2023-11-23,OPEN,19802.0,480.4472789904793,1
2023-11-28,ROLL_PUT,19889.69921875,-93.71985243201051,1
2023-11-29,ROLL_PUT,20096.599609375,671.8552052786215,1
